coc_num,total_population,total_homeless,homeless_rate,fnd_per_person,pop_AIAN,pop_asian,pop_black,pop_multi,pop_NHPI,pop_white,pop_under_18,pop_18_to_24,pop_25_to_34,pop_35_to_44,pop_45_to_54,pop_55_to_64,pop_over_64,pop_female,pop_male,pop_hisp_latx,pop_non_hisp_latx,disadvantaged_county,persistent_poverty_county,percent_rural,percent_urban,percent_poc,poverty_rate,pop_density,med_hh_income,employment_access_index,housing_cost_burden,overcrowded_housing,vacancy_rate,housing_units,airports_primary,highway_miles,funding_tot,fnd_per_impov,fnd_per_hmls,pc1,pc2,pc3,pc4,pc5,pc6,pc7
AR-501,554163,412,7.43463565773969e-4,34.16527267248084,0.011424392880420095,0.03428377640831077,0.023776090377757405,0.21223971442550388,0.01654488066031154,0.7017311452476963,0.24657157047242897,0.10937695325037756,0.1447407097077177,0.13939915062115474,0.11640105277027918,0.1073700676732628,0.13614049550477902,0.4976417405171278,0.5023582594828722,0.1774792976576199,0.8225207023423801,0.5,0,0.9331723694165284,0.45259636605024056,0.29152794389927156,0.12322199969358294,6.57672392262929e-5,61311.78103915274,9771.238677067939,0.3638269103340443,0.004074746231972631,0.08673974087829973,0.40679908236041923,1.8045215156912317e-6,0.20570612141153682,18933130,277.26601384038463,11488.549757281553,0.6141191629276941,0.03808223743954113,2.0199671935123265,-1.291597687737499,-1.8501848528107994,0.19646204174843557,0.09486977782682021
AR-503,1306808,820,6.274831497817583e-4,104.59620847132861,0.0043162771872102225,0.007083121537986006,0.13084485987514416,0.05624678354344222,0.0013881653371320788,0.8001207925190853,0.22720132471423868,0.09307787334507353,0.12060728438219429,0.12028182646057939,0.117295498785524,0.13253558778009866,0.18900060453229145,0.5067920980981198,0.49320790190188024,0.057885899554872514,0.9421141004451274,0.9130434782608695,0.2608695652173913,0.9872833903586079,0.2655083825810183,0.2214954300033647,0.17727919559941552,1.6610891131464984e-5,44984.89845945234,3634.57516253344,0.45589192943328244,0.002304548287497649,0.1785083598610777,0.47406045872766156,3.0608921913548127e-6,0.16126637694751353,136687162,590.0083657175251,3623.7317603393426,-1.3230204255008409,-1.2906284395971235,0.20599397732777266,-1.1169560343397429,-0.5374436272036365,0.37272539199799215,-0.1990490255395902
AR-505,295073,102,3.4567717141182014e-4,128.42498297031582,0.0036459395539717126,0.004483181806797405,0.3647334957726422,0.039135708382083016,0.0014920086300355291,0.5865096658544702,0.22078625052183204,0.09339555222212002,0.12085629983938187,0.11850009552179666,0.12035038810152197,0.1355065131713944,0.19060490062195304,0.503778417734506,0.496221582265494,0.04253904011207891,0.9574609598879211,0.9333333333333333,0.3333333333333333,0.9892383767368433,0.3321351971962509,0.4255963778653519,0.19594696672849768,1.0109837532298024e-5,42781.44418838728,2553.744375120733,0.4357012817090551,0.005839289317813742,0.22652924939798041,0.5024485467238073,3.3889859505952767e-6,0.1452258681249055,37894745,655.4068435683431,24767.807189542484,-0.683375630369391,-1.9217015571948326,-0.442005545607471,-1.1628195360180746,-1.6608656015050887,1.0250080275385045,0.7598699030954872
AR-508,260460,433,0.0016624433694233279,82.27530906857099,0.009039787533821274,0.028677946659019213,0.03592640158269016,0.09923400788851344,8.728070722310195e-4,0.8262490492637249,0.23531358145799516,0.08121469751291424,0.1252379450886966,0.12166828216297439,0.12164881835203806,0.13448714804563874,0.18042952737974285,0.5063860763682085,0.4936139236317914,0.11024691790553823,0.8897530820944618,0.8333333333333334,0,0.9795106070133552,0.23234932705570618,0.22228749150234584,0.17787423692363896,2.3976855118004193e-5,46255.99947784688,6371.187714044383,0.4393944507882861,0.0027432784392198884,0.12180925197727675,0.45183137525563616,3.8393593346387155e-6,0.165309758752435,21429427,462.5476431637012,8248.432255581216,-0.8036540522834921,-1.3078666557196852,0.5776453108646618,-1.2372103839962518,-0.8271860442244053,0.2688936223380083,-0.3803299815612499
AZ-500,1722809,3160,0.0018342137752937208,22.678938872504148,0.11005080882457947,0.013524597543567496,0.02494804560189799,0.16588711785498964,0.002194285543979778,0.6833951446309856,0.20884453561235078,0.08631297715672377,0.12074965198949625,0.11245822570544901,0.10452190626917099,0.1297292788202806,0.2373834244465286,0.49246773770290475,0.5075322622970952,0.2829859793620937,0.7170140206379063,0.6923076923076923,0.15384615384615385,0.9942119098090171,0.5503905894549858,0.4513727288308739,0.16678435254697416,6.982450147541946e-6,52317.44815124602,3837.408291342801,0.44450028002395797,0.006130891209958775,0.21661065785582978,0.47102087345747784,1.7413424060299198e-6,0.05495914417641201,39071480,135.97761736141715,951.1071080817916,-0.0932983080479049,-1.6657541498587394,-0.8732535171854506,0.49070300018853785,-2.3005543191372824,-0.15489071208960947,0.025611001986031334
AZ-501,1038476,2142,0.0020626379425234672,82.79102646570551,0.034451990493669496,0.032833419318825746,0.039950480813958404,0.18902818068794033,0.0017168906518264164,0.7020190380337796,0.19866145624493428,0.11520867243775162,0.12945320097109664,0.1161191945879173,0.10763209952502364,0.1214156524091216,0.21150972382415492,0.5056912396530492,0.49430876034695087,0.3614925324802109,0.638507467519789,0,0,0.957756481,0.911580331,0.488535123,0.159437086,4.3636050905085276e-5,55023,16398,0.510438505,0.002961488,0.112888463,0.446072899,9.6295e-7,0.0764848997236,85976494,519.2708205022357,40138.41923436041,0.3393955972505381,-1.5595062669944082,-1.079164690047311,0.902208785118879,-0.4960500802415145,-0.852035613101831,0.0057005274817276755
AZ-502,4412779,9435,0.0021381084346168253,75.77494567482306,0.021128577613581532,0.047857088365190766,0.0629168243867382,0.17852219491917037,0.0022536760722089862,0.6873216386431101,0.22833547826385073,0.09189741644399238,0.1456604838794057,0.13286592325400765,0.12377417833132642,0.1176087553236463,0.15985776450377082,0.5027650347162625,0.49723496528373745,0.30893232772044976,0.6910676722795502,0,0,0.866974996,0.976953414,0.454448546,0.127186641,1.8515329391638824e-4,67799,37785,0.474288515,0.0029478,0.095757356,0.400174131,2.26615e-7,0.1879733534525,334378089,595.777552414668,35440.17901430843,1.4672854396694177,-0.3187573762455603,0.3642496536950003,0.12115714824169219,-0.3765910783058276,-0.5388064549678606,-0.05109548188987145
CA-500,1924379,10394,0.005401222939971804,147.94508150421512,0.008564033760350385,0.44156143970224726,0.02662492833444552,0.1476098950158369,0.004409193868248165,0.37123050931887175,0.2095064511739366,0.08740517113198834,0.15933246361445427,0.14462377653093553,0.13400536017237458,0.12120756771013667,0.14391920966617402,0.490358047115085,0.509641952884915,0.2509497992168327,0.7490502007831673,0,0,0.756275338,0.986811165,0.693592582,0.07170164100000001,5.754906509900018e-4,130890,60144,0.452764679,0.007237365999999999,0.050205114,0.347590573,5.19648e-7,0.455179138007,284702408,2063.3430342858555,27391.03405811045,3.8330888187564796,2.480511474001338,0.3455686062715459,1.7478744103351982,-1.045456892464848,0.9092147020332312,1.2781441099979878
CA-501,874784,8323,0.009514348684932509,768.9651902641109,0.0071600128061054535,0.3790983101903158,0.05514791181415075,0.11558935952622594,0.004071252755969809,0.4389331529072322,0.13718177589705388,0.06260156088391898,0.21257507583810523,0.16335713201031662,0.1323857705354762,0.12018830090360041,0.17171038393152868,0.48603825564585845,0.5139617443541415,0.15934790588781103,0.840652094112189,0,0,0.004485862,1,0.601674242,0.101188008,0.007226885085832148,119136,237819,0.367147478,0.009598471,0.091497267,0.4556702,0,2.95467918624,672678445,7599.370769944507,80821.63222395771,5.319306906241475,6.5995018834639385,-6.916148141708436,-3.0857413464993257,-2.573549364960119,1.0583514629093054,-0.22263014042665624
CA-502,1661584,9450,0.005687344124642509,281.9559619014145,0.0102615856387844,0.3701440959045403,0.11388872671265059,0.12989343631061107,0.008555259931441154,0.36725689550197255,0.20039056895824267,0.07930753310180884,0.1579080225842323,0.15736563295840247,0.1335888698743121,0.12201526802582889,0.14942410449717272,0.503907202946338,0.49609279705366205,0.23320635201207784,0.7667936479879222,0,0,0.624743382,0.995094371,0.693916769,0.09298946500000001,8.699344814651326e-4,104888,54445,0.483595357,0.006118561,0.053804516,0.364571999,6.01835e-7,0.562673821008,468493515,3032.128014731718,49576.03333333333,3.159294591715676,1.4573694100905676,-0.42193925715074093,1.2104101045993823,-0.460686568391509,0.7114008626248265,1.0024032455532585
CA-503,1537948,6615,0.0043011857357986094,144.51041972810523,0.009769938920279523,0.19504462164017533,0.10627730545140905,0.15023569379169527,0.012702469592156448,0.5259699706042844,0.23084352926396753,0.08288011656219796,0.1531412893683079,0.1415494616005712,0.12224763532900224,0.12005767505635881,0.14928029281959437,0.5076951630854387,0.49230483691456123,0.23972394758488857,0.7602760524151114,0,0,0.669979765,0.9760077729999999,0.563076905,0.138526181,6.151636959063393e-4,70684,35813,0.545999775,0.003528645,0.044329361,0.37251974699999996,6.50217e-7,0.67297528584,222249511,1043.1993337642452,33597.8096749811,2.198647128282498,-0.6988444951615783,-0.09848589035536187,0.4206170056395672,0.7981294679890301,0.16457274141664513,-0.03817796739878221
CA-504,496801,2522,0.005076479314655164,106.1334538376533,0.01483179364961386,0.0516427422274544,0.01809258242482803,0.1595197049945214,0.004298966377911034,0.7516142103256713,0.19343055172328588,0.07825311649321928,0.12365693247289156,0.1315063359429374,0.12403581238854959,0.13948752373147297,0.20962972724764334,0.5082447564255151,0.4917552435744849,0.2944267588058693,0.7055732411941307,0,0,0.915584243,0.863677554,0.37478588,0.087967235,1.2176221356886285e-4,86173,14586,0.546872965,0.004307836,0.08494028999999999,0.415655363,2.01288e-6,0.198580798919,52727206,1206.5111951927704,20906.901665344965,0.6889231422208952,0.32904262975298987,-0.6469467056951054,2.5356025177451946,-0.22703302450826615,0.11074796388561214,-0.2194615319090561
CA-505,1147788,2843,0.002476938249920717,168.11650147936726,0.0099146468686232,0.21438815628060615,0.09808528930103784,0.1681710014780713,0.005578173215592954,0.5038627328560685,0.22221380368467908,0.07953623807318043,0.12291619671137484,0.14020481153860062,0.13668768048435673,0.1315682530061354,0.1668730165016729,0.5082301727656101,0.4917698272343899,0.2727597554108715,0.7272402445891285,0,0,0.575352948,0.9899985159999999,0.573845519,0.081718082,6.181695086177745e-4,103997,26193,0.524506486,0.003991976,0.040398297,0.361623401,8.71241e-7,0.464031176004,192962103,2057.274196417964,67872.7059444249,2.4756910921183497,1.0500891537523669,0.3413107371011635,1.876076429804358,0.2674768995325298,0.006697089032901726,0.294996991805497
CA-506,494524,3057,0.006181702000307366,62.30934595692019,0.015089185075748409,0.08752937280698961,0.03252819471066591,0.25574879165525716,0.007571656912878185,0.6015327988384607,0.2590627428320947,0.09791986291816931,0.13672916376098349,0.1334395983183566,0.11805375679929865,0.11107413975173842,0.14372073561935883,0.4920042240331547,0.5079957759668453,0.6107533523281994,0.3892466476718006,0,0,0.9791047500690417,0.832247740152984,0.7003199033150281,0.11700144848157219,4.0882588584002886e-5,78046.31178062137,11986.926412064935,0.5462703402508594,0.017454556455516298,0.09143832469868692,0.3258183625735333,2.022145233456819e-6,0.12650418417350803,30813467,532.5519193613569,5039.821229964017,5.985697488800973,-2.611855110518042,0.30414167621248134,3.034627140385214,-3.4623467039894757,1.9782450007027026,-0.34572600173891777
