CoC Name,GEOID,County Name,PPRN_23
NC-503 - North Carolina Balance of State CoC,379149,Polk County,86289
NC-503 - North Carolina Balance of State CoC,379151,Randolph County,419483
NC-503 - North Carolina Balance of State CoC,379153,Richmond County,169099
NC-503 - North Carolina Balance of State CoC,379155,Robeson County,563377
NC-503 - North Carolina Balance of State CoC,379157,Rockingham County,362589
NC-503 - North Carolina Balance of State CoC,372406,Rocky Mount,200063
NC-503 - North Carolina Balance of State CoC,379159,Rowan County,300586
NC-503 - North Carolina Balance of State CoC,379161,Rutherford County,232690
NC-503 - North Carolina Balance of State CoC,372508,Salisbury,114529
NC-503 - North Carolina Balance of State CoC,379163,Sampson County,231469
NC-503 - North Carolina Balance of State CoC,379165,Scotland County,166907
NC-503 - North Carolina Balance of State CoC,379167,Stanly County,244824
NC-503 - North Carolina Balance of State CoC,379169,Stokes County,138271
NC-503 - North Carolina Balance of State CoC,379171,Surry County,253031
NC-503 - North Carolina Balance of State CoC,379173,Swain County,38758
NC-503 - North Carolina Balance of State CoC,379175,Transylvania County,99181
NC-503 - North Carolina Balance of State CoC,379177,Tyrrell County,21002
NC-503 - North Carolina Balance of State CoC,379179,Union County,407143
NC-503 - North Carolina Balance of State CoC,379181,Vance County,150846
NC-503 - North Carolina Balance of State CoC,379185,Warren County,81443
NC-503 - North Carolina Balance of State CoC,379187,Washington County,64381
NC-503 - North Carolina Balance of State CoC,379191,Wayne County,282001
NC-503 - North Carolina Balance of State CoC,379195,Wilson County,287036
NC-503 - North Carolina Balance of State CoC,379197,Yadkin County,111332
"NC-504 - Greensboro, High Point/Guilford County CoC",371188,Greensboro,2449461
"NC-504 - Greensboro, High Point/Guilford County CoC",379081,Guilford County,262990
"NC-504 - Greensboro, High Point/Guilford County CoC",371356,High Point,304694
NC-505 - Charlotte/Mecklenburg County CoC,370558,Charlotte,5706463
NC-505 - Charlotte/Mecklenburg County CoC,379119,Mecklenburg County,361376
"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",379019,Brunswick County,319018
"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",379129,New Hanover County,194413
"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",379141,Pender County,163464
"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",373144,Wilmington,349439
NC-507 - Raleigh/Wake County CoC,370504,Cary,242634
NC-507 - Raleigh/Wake County CoC,372304,Raleigh,2894257
NC-507 - Raleigh/Wake County CoC,379183,Wake County,2202007
"NC-509 - Gastonia/Cleveland, Gaston, Lincoln Counties CoC",379045,Cleveland County,340930
"NC-509 - Gastonia/Cleveland, Gaston, Lincoln Counties CoC",379071,Gaston County,411232
"NC-509 - Gastonia/Cleveland, Gaston, Lincoln Counties CoC",371092,Gastonia,209601
"NC-509 - Gastonia/Cleveland, Gaston, Lincoln Counties CoC",379109,Lincoln County,217378
NC-511 - Fayetteville/Cumberland County CoC,379051,Cumberland County,346861
NC-511 - Fayetteville/Cumberland County CoC,371002,Fayetteville,658741
NC-513 - Chapel Hill/Orange County CoC,370552,Chapel Hill,156214
NC-513 - Chapel Hill/Orange County CoC,379135,Orange County,212234
NC-516 - Northwest North Carolina CoC,379005,Alleghany County,41164
NC-516 - Northwest North Carolina CoC,379009,Ashe County,97757
NC-516 - Northwest North Carolina CoC,379011,Avery County,65517
NC-516 - Northwest North Carolina CoC,379121,Mitchell County,77866
NC-516 - Northwest North Carolina CoC,379189,Watauga County,182558
NC-516 - Northwest North Carolina CoC,379193,Wilkes County,193591
NC-516 - Northwest North Carolina CoC,379199,Yancey County,82087
ND-500 - North Dakota Statewide CoC,389001,Adams County,7189
ND-500 - North Dakota Statewide CoC,389003,Barnes County,39512
ND-500 - North Dakota Statewide CoC,389005,Benson County,10175
ND-500 - North Dakota Statewide CoC,389007,Billings County,2567
ND-500 - North Dakota Statewide CoC,380228,Bismarck,140215
ND-500 - North Dakota Statewide CoC,389009,Bottineau County,18838
ND-500 - North Dakota Statewide CoC,389011,Bowman County,8277
ND-500 - North Dakota Statewide CoC,389013,Burke County,8913
ND-500 - North Dakota Statewide CoC,389015,Burleigh County,31113
ND-500 - North Dakota Statewide CoC,389017,Cass County,94640
ND-500 - North Dakota Statewide CoC,389019,Cavalier County,11532
ND-500 - North Dakota Statewide CoC,389021,Dickey County,11544
ND-500 - North Dakota Statewide CoC,389023,Divide County,7907
ND-500 - North Dakota Statewide CoC,389025,Dunn County,9847
ND-500 - North Dakota Statewide CoC,389027,Eddy County,7455
ND-500 - North Dakota Statewide CoC,389029,Emmons County,11511
ND-500 - North Dakota Statewide CoC,380636,Fargo,313362
ND-500 - North Dakota Statewide CoC,389031,Foster County,7317
ND-500 - North Dakota Statewide CoC,389033,Golden Valley County,6974
ND-500 - North Dakota Statewide CoC,380816,Grand Forks,171532
ND-500 - North Dakota Statewide CoC,389035,Grand Forks County,27487
ND-500 - North Dakota Statewide CoC,389037,Grant County,9776
ND-500 - North Dakota Statewide CoC,389039,Griggs County,8963
ND-500 - North Dakota Statewide CoC,389041,Hettinger County,8918
ND-500 - North Dakota Statewide CoC,389043,Kidder County,7730
ND-500 - North Dakota Statewide CoC,389045,LaMoure County,15019
ND-500 - North Dakota Statewide CoC,389047,Logan County,5176
ND-500 - North Dakota Statewide CoC,389049,McHenry County,19256
ND-500 - North Dakota Statewide CoC,389051,McIntosh County,8628
ND-500 - North Dakota Statewide CoC,389053,McKenzie County,41919
ND-500 - North Dakota Statewide CoC,389055,McLean County,21420
ND-500 - North Dakota Statewide CoC,389057,Mercer County,19736
ND-500 - North Dakota Statewide CoC,389059,Morton County,61332
ND-500 - North Dakota Statewide CoC,389061,Mountrail County,19518
ND-500 - North Dakota Statewide CoC,389063,Nelson County,10413
ND-500 - North Dakota Statewide CoC,389065,Oliver County,5187
ND-500 - North Dakota Statewide CoC,389067,Pembina County,17327
ND-500 - North Dakota Statewide CoC,389069,Pierce County,12766
ND-500 - North Dakota Statewide CoC,389071,Ramsey County,37396
ND-500 - North Dakota Statewide CoC,389073,Ransom County,19430
ND-500 - North Dakota Statewide CoC,389075,Renville County,6343
ND-500 - North Dakota Statewide CoC,389077,Richland County,46055
ND-500 - North Dakota Statewide CoC,389079,Rolette County,17471
ND-500 - North Dakota Statewide CoC,389081,Sargent County,10944
ND-500 - North Dakota Statewide CoC,389083,Sheridan County,4968
ND-500 - North Dakota Statewide CoC,389085,Sioux County,1627
ND-500 - North Dakota Statewide CoC,389087,Slope County,3048
ND-500 - North Dakota Statewide CoC,389089,Stark County,82408
ND-500 - North Dakota Statewide CoC,389091,Steele County,7554
ND-500 - North Dakota Statewide CoC,389093,Stutsman County,52373
ND-500 - North Dakota Statewide CoC,389095,Towner County,9107
ND-500 - North Dakota Statewide CoC,389097,Traill County,23747
ND-500 - North Dakota Statewide CoC,389099,Walsh County,31204
ND-500 - North Dakota Statewide CoC,389101,Ward County,173044
ND-500 - North Dakota Statewide CoC,389103,Wells County,12350
ND-500 - North Dakota Statewide CoC,389105,Williams County,107091
NE-500 - Nebraska Balance of State CoC,319001,Adams County,135491
NE-500 - Nebraska Balance of State CoC,319003,Antelope County,29485
NE-500 - Nebraska Balance of State CoC,319005,Arthur County,1991
NE-500 - Nebraska Balance of State CoC,319007,Banner County,2217
NE-500 - Nebraska Balance of State CoC,319009,Blaine County,2434
NE-500 - Nebraska Balance of State CoC,319011,Boone County,24086
NE-500 - Nebraska Balance of State CoC,319013,Box Butte County,49368
NE-500 - Nebraska Balance of State CoC,319015,Boyd County,11631
NE-500 - Nebraska Balance of State CoC,319017,Brown County,12843
NE-500 - Nebraska Balance of State CoC,319019,Buffalo County,183980
NE-500 - Nebraska Balance of State CoC,319021,Burt County,35709
NE-500 - Nebraska Balance of State CoC,319023,Butler County,35972
NE-500 - Nebraska Balance of State CoC,319025,Cass County,73929
NE-500 - Nebraska Balance of State CoC,319027,Cedar County,36283
NE-500 - Nebraska Balance of State CoC,319029,Chase County,13800
NE-500 - Nebraska Balance of State CoC,319031,Cherry County,22908
NE-500 - Nebraska Balance of State CoC,319033,Cheyenne County,43718
NE-500 - Nebraska Balance of State CoC,319035,Clay County,28837
NE-500 - Nebraska Balance of State CoC,319037,Colfax County,54009
NE-500 - Nebraska Balance of State CoC,319039,Cuming County,33548
NE-500 - Nebraska Balance of State CoC,319041,Custer County,56960
NE-500 - Nebraska Balance of State CoC,319045,Dawes County,41607
NE-500 - Nebraska Balance of State CoC,319047,Dawson County,122840
NE-500 - Nebraska Balance of State CoC,319049,Deuel County,9189
NE-500 - Nebraska Balance of State CoC,319051,Dixon County,26775
NE-500 - Nebraska Balance of State CoC,319053,Dodge County,139778
NE-500 - Nebraska Balance of State CoC,319057,Dundy County,9552
NE-500 - Nebraska Balance of State CoC,319059,Fillmore County,27245
NE-500 - Nebraska Balance of State CoC,319061,Franklin County,19378
NE-500 - Nebraska Balance of State CoC,319063,Frontier County,13021
NE-500 - Nebraska Balance of State CoC,319065,Furnas County,24630
NE-500 - Nebraska Balance of State CoC,319067,Gage County,97763
NE-500 - Nebraska Balance of State CoC,319069,Garden County,9867
NE-500 - Nebraska Balance of State CoC,319071,Garfield County,9921
NE-500 - Nebraska Balance of State CoC,319073,Gosper County,7232
NE-500 - Nebraska Balance of State CoC,311254,Grand Island,126320
NE-500 - Nebraska Balance of State CoC,319075,Grant County,3650
NE-500 - Nebraska Balance of State CoC,319077,Greeley County,14376
NE-500 - Nebraska Balance of State CoC,319079,Hall County,36610
NE-500 - Nebraska Balance of State CoC,319081,Hamilton County,29304
NE-500 - Nebraska Balance of State CoC,319083,Harlan County,18737
NE-500 - Nebraska Balance of State CoC,319085,Hayes County,5374
NE-500 - Nebraska Balance of State CoC,319087,Hitchcock County,15067
NE-500 - Nebraska Balance of State CoC,319089,Holt County,32774
NE-500 - Nebraska Balance of State CoC,319091,Hooker County,3084
NE-500 - Nebraska Balance of State CoC,319093,Howard County,24179
NE-500 - Nebraska Balance of State CoC,319095,Jefferson County,40181
NE-500 - Nebraska Balance of State CoC,319097,Johnson County,21877
NE-500 - Nebraska Balance of State CoC,319099,Kearney County,26874
NE-500 - Nebraska Balance of State CoC,319101,Keith County,35034
NE-500 - Nebraska Balance of State CoC,319103,Keya Paha County,4324
NE-500 - Nebraska Balance of State CoC,319105,Kimball County,16146
NE-500 - Nebraska Balance of State CoC,319107,Knox County,35997
NE-500 - Nebraska Balance of State CoC,319109,Lancaster County,50570
NE-500 - Nebraska Balance of State CoC,319111,Lincoln County,116868
NE-500 - Nebraska Balance of State CoC,319113,Logan County,3932
NE-500 - Nebraska Balance of State CoC,319115,Loup County,2741
NE-500 - Nebraska Balance of State CoC,319119,Madison County,156160
NE-500 - Nebraska Balance of State CoC,319117,McPherson County,1811
NE-500 - Nebraska Balance of State CoC,319121,Merrick County,34839
NE-500 - Nebraska Balance of State CoC,319123,Morrill County,20911
NE-500 - Nebraska Balance of State CoC,319125,Nance County,19116
NE-500 - Nebraska Balance of State CoC,319127,Nemaha County,38817
NE-500 - Nebraska Balance of State CoC,319129,Nuckolls County,23175
NE-500 - Nebraska Balance of State CoC,319131,Otoe County,73517
NE-500 - Nebraska Balance of State CoC,319133,Pawnee County,20081
NE-500 - Nebraska Balance of State CoC,319135,Perkins County,10618
NE-500 - Nebraska Balance of State CoC,319137,Phelps County,38432
NE-500 - Nebraska Balance of State CoC,319139,Pierce County,27732
NE-500 - Nebraska Balance of State CoC,319141,Platte County,118186
NE-500 - Nebraska Balance of State CoC,319143,Polk County,23211
NE-500 - Nebraska Balance of State CoC,319145,Red Willow County,43687
NE-500 - Nebraska Balance of State CoC,319147,Richardson County,47404
NE-500 - Nebraska Balance of State CoC,319149,Rock County,4245
NE-500 - Nebraska Balance of State CoC,319151,Saline County,65188
NE-500 - Nebraska Balance of State CoC,319155,Saunders County,72526
NE-500 - Nebraska Balance of State CoC,319157,Scotts Bluff County,135788
NE-500 - Nebraska Balance of State CoC,319159,Seward County,53817
NE-500 - Nebraska Balance of State CoC,319161,Sheridan County,32547
NE-500 - Nebraska Balance of State CoC,319163,Sherman County,17747
NE-500 - Nebraska Balance of State CoC,319165,Sioux County,8348
NE-500 - Nebraska Balance of State CoC,319167,Stanton County,19169
NE-500 - Nebraska Balance of State CoC,319169,Thayer County,26667
NE-500 - Nebraska Balance of State CoC,319171,Thomas County,2981
NE-500 - Nebraska Balance of State CoC,319173,Thurston County,8017
NE-500 - Nebraska Balance of State CoC,319175,Valley County,21152
NE-500 - Nebraska Balance of State CoC,319177,Washington County,58340
NE-500 - Nebraska Balance of State CoC,319179,Wayne County,36453
NE-500 - Nebraska Balance of State CoC,319181,Webster County,17914
NE-500 - Nebraska Balance of State CoC,319183,Wheeler County,3992
NE-500 - Nebraska Balance of State CoC,319185,York County,53905
"NE-501 - Omaha, Council Bluffs CoC",310276,Bellevue,133260
"NE-501 - Omaha, Council Bluffs CoC",191134,Council Bluffs,362664
"NE-501 - Omaha, Council Bluffs CoC",319055,Douglas County,179434
"NE-501 - Omaha, Council Bluffs CoC",312208,Omaha,4274231
"NE-501 - Omaha, Council Bluffs CoC",199155,Pottawattamie County,99751
"NE-501 - Omaha, Council Bluffs CoC",319153,Sarpy County,255522
NE-502 - Lincoln CoC,311710,Lincoln,1896442
NH-500 - New Hampshire Balance of State CoC,339001,Belknap County,235034
NH-500 - New Hampshire Balance of State CoC,339003,Carroll County,207189
NH-500 - New Hampshire Balance of State CoC,339005,Cheshire County,303592
NH-500 - New Hampshire Balance of State CoC,339007,Coos County,180066
NH-500 - New Hampshire Balance of State CoC,330378,Dover,114591
NH-500 - New Hampshire Balance of State CoC,339009,Grafton County,373644
NH-500 - New Hampshire Balance of State CoC,339011,Hillsborough County,236189
NH-500 - New Hampshire Balance of State CoC,339013,Merrimack County,500313
NH-500 - New Hampshire Balance of State CoC,331254,Portsmouth,197323
NH-500 - New Hampshire Balance of State CoC,331284,Rochester,85546
NH-500 - New Hampshire Balance of State CoC,339015,Rockingham County,734554
NH-500 - New Hampshire Balance of State CoC,339017,Strafford County,229926
NH-500 - New Hampshire Balance of State CoC,339019,Sullivan County,200748
NH-501 - Manchester CoC,330930,Manchester,1657444
NH-502 - Nashua/Hillsborough County CoC,339011,Hillsborough County,236189
NH-502 - Nashua/Hillsborough County CoC,331026,Nashua,232633
NJ-500 - Atlantic City & County CoC,340078,Atlantic City,509629
NJ-500 - Atlantic City & County CoC,349001,Atlantic County,432522
NJ-501 - Bergen County CoC,349003,Bergen County,9224586
NJ-502 - Burlington County CoC,349005,Burlington County,543426
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",340324,Bridgeton,116150
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",340414,Camden,2549784
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",349007,Camden County,2388383
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",349009,Cape May County,416557
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",340474,Cherry Hill,153480
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",349011,Cumberland County,186942
"NJ-503 - Camden City & County/Gloucester, Cape May, Cumberland
Counties CoC",349015,Gloucester County,449473
