"","raceId","driverId","lap","position","badform_time","milliseconds","hoursLap","minLap","minutesIn","secondsIn","secondsLap","AirTemp","Humidity","Pressure","Rainfall","TrackTemp","WindDirection","WindSpeed","Year","weatherStampSeconds","constructorId","positionFinish","grid","points","rank"
"115",989,4,57,5,01:27:00,86978,0.00100669,1.45,4.60453248,276.2719488,86.978016,24.2,35.8,997.1,0,38.7,309,3.5,2018,297.121,1,5,10,10,"7"
"116",989,4,58,5,01:27:00,87343,0.001010914,1.456,3.15489888,189.2939328,87.3429696,23.9,37.2,997,0,38.7,287,2.3,2018,237.106,1,5,10,10,"7"
"117",989,8,1,2,01:35:00,95474,0.001105023,1.591,1.59123312,95.4739872,95.4739872,24,36.3,997.1,0,38.6,273,1.4,2018,117.078,6,3,2,15,"2"
"118",989,8,2,2,01:30:00,90266,0.001044745,1.504,89.6718672,5380.312032,90.265968,24.1,28.7,997,0,33.4,325,4.5,2018,5398.284,6,3,2,15,"2"
"119",989,8,3,2,01:29:00,89856,0.00104,1.498,88.1674344,5290.046064,89.856,24.1,28.7,997.1,0,33.6,311,3.4,2018,5338.272,6,3,2,15,"2"
"120",989,8,4,2,01:29:00,89550,0.001036458,1.492,86.6698344,5200.190064,89.5499712,24.2,28.3,997.1,0,33.9,302,3.8,2018,5218.242,6,3,2,15,"2"
"121",989,8,5,2,01:29:00,89740,0.001038657,1.496,85.17733488,5110.640093,89.7399648,23.3,28.1,997.1,0,34,295,3.1,2018,5158.227,6,3,2,15,"2"
"122",989,8,6,2,01:30:00,90432,0.001046667,1.507,83.6816688,5020.900128,90.4320288,23.4,27.5,997,0,34.3,284,5,2018,5038.2,6,3,2,15,"2"
"123",989,8,7,2,01:29:00,89944,0.001041019,1.499,82.17446832,4930.468099,89.9440416,23.5,27.1,997.1,0,34.5,330,4.2,2018,4978.185,6,3,2,15,"2"
"124",989,8,8,2,01:29:00,89593,0.001036956,1.493,80.67540096,4840.524058,89.5929984,23.8,26.6,997,0,35.7,306,4.5,2018,4858.199,6,3,2,15,"2"
"125",989,8,9,2,01:29:00,89003,0.001030127,1.483,79.18218432,4750.931059,89.0029728,23.9,26.3,997.2,0,35.7,327,3,2018,4798.495,6,3,2,15,"2"
"126",989,8,10,2,01:28:00,88906,0.001029005,1.482,77.69880144,4661.928086,88.906032,24,25.6,997.1,0,36.5,294,5.3,2018,4678.62,6,3,2,15,"2"
