ST_1,STATE_NAME,Shape_Length,COCNUM,COCNAME,Shape_Area,total_population.x,total_homeless,homeless_rate.x,fnd_per_person.x,pop_AIAN,pop_asian,pop_black,pop_multi,pop_NHPI,pop_white,pop_under_18,pop_18_to_24,pop_25_to_34,pop_35_to_44,pop_45_to_54,pop_55_to_64,pop_over_64,pop_female,pop_male,pop_hisp_latx,pop_non_hisp_latx,disadvantaged_county.x,persistent_poverty_county.x,percent_rural.x,percent_urban.x,percent_poc.x,poverty_rate.x,pop_density.x,med_hh_income.x,employment_access_index.x,housing_cost_burden.x,overcrowded_housing.x,vacancy_rate.x,housing_units.x,airports_primary.x,highway_miles.x,funding_tot.x,fnd_per_impov.x,fnd_per_hmls.x,pc1,pc2,pc3,pc4,pc5,pc6,...1,coc_name,CoC Category,Count Types,fips_state,state_full,state_abv,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Age 25 to 34,Overall Homeless - Age 35 to 44,Overall Homeless - Age 45 to 54,Overall Homeless - Age 55 to 64,Overall Homeless - Over 64,Overall Homeless - Woman,Overall Homeless - Man,Overall Homeless - Transgender,Overall Homeless - Non Binary,Overall Homeless - More Than One Gender,Overall Homeless - Gender Questioning,Overall Homeless - Culturally Specific Identity,Overall Homeless - Different Identity,Overall Homeless - Non-Hispanic/Latina/e/o,Overall Homeless - Hispanic/Latina/e/o,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Asian or Asian American,"Overall Homeless - Black, African American, or African",Overall Homeless - Middle Eastern or North African,Overall Homeless - White,Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multi-Racial,Overall Homeless Veterans,Overall Chronically Homeless,Overall Homeless People in Families,Overall Homeless Individuals,Overall Homeless Unaccompanied Youth (Under 25),Overall Homeless Parenting Youth (Under 25),Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Unsheltered Homeless,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),Total Year-Round Beds (OPH),Total Year-Round Beds (PSH),Total Year-Round Beds (RRH),total_population.y,AWATER,ALAND,disadvantaged_county.y,persistent_poverty_county.y,percent_rural.y,percent_urban.y,percent_poc.y,acs_popest,pct_amer_indian_ak_native,pct_asian,pct_black,pct_multi_racial,pct_native_hi_other_pi,pct_other_race,pct_white,pct_male,pct_female,pct_hispanic_latinx,pct_non_hispanic_latinx,est_amer_indian_ak_native,est_asian,est_black,est_multi_racial,est_native_hi_other_pi,est_other_race,est_white,est_male,est_female,est_hispanic_latinx,est_non_hispanic_latinx,poverty_rate.y,pop_density.y,med_hh_income.y,employment_access_index.y,housing_cost_burden.y,overcrowded_housing.y,vacancy_rate.y,incomplete_plumbing,incomplete_kitchen,housing_units.y,permits,ind_hud_202,ind_hud_hcv,ind_hud_pbs8,ind_hud_ph,ind_hud_housing,ind_hud_all,capacity_housing,capacity_environment,capacity_transport,cnw_500,contaminated_sites,stations_elevated,stations_subway,airports_primary.y,docks,transport_trade_jobs,rail_transit_km,highway_miles.y,pct_under_18,pct_18_to_24,pct_25_to_34,pct_35_to_44,pct_45_to_54,pct_55_to_64,pct_over_64,est_under_18,est_18_to_24,est_25_to_34,est_35_to_44,est_45_to_54,est_55_to_64,est_over_64,median_age,fnd_per_impov.y,fnd_per_person.y,fnd_per_hmls.y,homeless_rate.y,coc,cdbg_entitlement,elderly,hcv,home,hud_disability,hud_esg,hud_hopwa,public_hsg,public_hsg_cap,s8_project,funding_tot.y,Shape
AK,Alaska,5.045844885578248,AK-500,Anchorage CoC,0.7487536776307012,292090,1709,0.005850936355232976,187.96168989010238,0.0751153258401291,0.10129750496293863,0.05455662034590611,0.13499550122109713,0.03213413502049444,0.6019009126094346,0.2375003891804379,0.09658593622975829,0.16677679031649884,0.14224977427534602,0.11607955194088608,0.1164912183596304,0.12431633969744248,0.48932607785684384,0.5106739221431561,0.09324071415475198,0.906759285845248,0,0,0.935919918,0.957307715,0.432616659,0.08848853,6.60715423610737e-5,84813,22028,0.456706282,0.004907918,0.09571995,0.404988189,3.4236e-6,0.11013662376000001,54901730,2124.1362003652043,32125.06143943827,1.4612920228437238,0.8251087052160913,1.433724151192623,0.1512732976719196,-0.534927856745304,1.024940799377477,1,Anchorage CoC,Other Largely Urban CoC,Sheltered and Unsheltered Count,02,Alaska,AK,1709,241,169,305,407,254,241,92,649,1047,6,1,2,1,0,3,1612,97,690,28,169,0,463,125,207,70,384,388,1321,141,8,1363,1107,256,0,346,921,617,304,0,288,723,268,292090,621079537,4420814008,0,0,0.935919918,0.957307715,0.432616659,289069,0.0727784715759905,0.0981461173629825,0.0528593519194379,0.130795761565578,0.0311344350310825,0.0311102193593917,0.583175643185537,0.510673922143156,0.489326077856844,0.093240714154752,0.906759285845248,21038,28371,15280,37809,9000,8993,168578,147620,141449,26953,262116,0.08848853,6.60715423610737e-5,84813,22028,0.456706282,0.004907918,0.09571995,0.011784298,0.008360596,0.404988189,0.00266685,6.12825e-4,0.008428909,0.001595399,0.001660447,0.010089356,0.01229758,0.001547468,0.002225342,0.001982266,0,1.09555e-4,0,0,3.4236e-6,8.05049324946605e-9,NA,0,0.11013662376,0.237500389180438,0.0965859362297583,0.166776790316499,0.142249774275346,0.116079551940886,0.11649121835963,0.124316339697442,68654,27920,48210,41120,33555,33674,0.124316339697442,34.9,2124.1362003652,187.961689890102,32125.0614394383,0.00585093635523298,7236937,3767125,2175033,110000000,1552291,596528,330308,924965,20591074,7004695,10722774,54901730,"list(list(c(-149.034077324809, -149.037741000047, -148.745617999671, -148.738362999653, -148.472065000399, -148.462471000436, -149.180061999961, -149.240441447914, -149.72170088219, -149.929754032822, -150.075428080342, -149.736851175242, -149.498596186765, -149.331598094776, -149.195467144693, -149.034077324809, 60.8407776141956, 60.7329869997503, 60.7330069997733, 60.8485460002977, 60.8485199999981, 61.4262669996224, 61.4262499997378, 61.477007118184, 61.3723723920723, 61.2068364106719, 61.1562673701431, 
61.0164103624483, 60.9825993356908, 60.9311892069164, 60.945256175732, 60.8407776141956)))"
